id	title	description	link	image_link	price	availability	condition	brand
bd18b692-3f6e-90fb-f017-af5091c11413	cone crusher	crush + raspberry + half & half	https://www.popstopdrink.com/product-page/cone-crusher	https://static.wixstatic.com/media/11062b_723b720fab234a8f984ea3956739a9ab~mv2.jpg/v1/fit/w_1920,h_1920,q_90/file.jpg	4.00 USD	in_stock	new	Pop Stop Drink
e259b965-16c4-4c1f-b1c2-530e531fe8e1	Nitro Dr	dr. pepper + vanilla + strawberry + whipped cream	https://www.popstopdrink.com/product-page/nitro-dr	https://static.wixstatic.com/media/11062b_70c2d78b150047329343f5c2cc55fc15~mv2.jpg/v1/fit/w_1920,h_1920,q_90/file.jpg	4.00 USD	in_stock	new	Pop Stop Drink
da03c4b5-5b9f-3884-502e-b063a9ac3194	Caramel Clutch	coke + caramel + half & half + cold foam	https://www.popstopdrink.com/product-page/caramel-clutch	https://static.wixstatic.com/media/11062b_4ee98ff7e21646d0b1035f8ffeb87035~mv2.jpg/v1/fit/w_1920,h_1920,q_90/file.jpg	4.00 USD	in_stock	new	Pop Stop Drink
391d367f-6d21-fe4e-1ec8-c0b7c8a2437a	Pink Slip	sprite + strawberry + grenadine + half & half	https://www.popstopdrink.com/product-page/pink-slip	https://static.wixstatic.com/media/11062b_6a567f5c08244ae5aeb35f4f81c2680c~mv2.jpg/v1/fit/w_1920,h_1920,q_90/file.jpg	4.00 USD	in_stock	new	Pop Stop Drink
643f79db-c3db-2c54-b3d9-f02419c3ccb1	Pit Stop Punch	sprite + crush + raspberry + strawberry + half & half	https://www.popstopdrink.com/product-page/pit-stop-punch	https://static.wixstatic.com/media/11062b_9e978ae192c84d14a3194672f12f623c~mv2.jpg/v1/fit/w_1920,h_1920,q_90/file.jpg	4.00 USD	in_stock	new	Pop Stop Drink
